location;region;n;e
Górowo-Trzęski;Warmińsko-Mazurskie;53.3500;20.5333
Górsk;Kujawsko-Pomorskie;53.0333;18.4500
Górskie;Podlaskie;53.4833;21.9667
Górskie;Podlaskie;53.0833;22.4833
Górskie;Podlaskie;52.8333;22.9167
Górsko;Zachodniopomorskie;54.5167;16.6833
Górsko;Wielkopolskie;51.9333;16.3167
Góry;Podlaskie;54.3167;21.7333
Góry;Podlaskie;53.8167;23.0333
Góry;Mazowieckie;52.8333;21.5833
Góry;Mazowieckie;52.3667;22.6833
Góry;Mazowieckie;52.2333;21.7333
Góry;Kujawsko-Pomorskie;51.9333;20.0667
Góry;Mazowieckie;51.6667;20.9167
Góry;Lubelskie;51.3667;22.2833
Góry;Lubelskie;51.1333;21.9667
Góry;Lubelskie;51.0167;22.1833
Góry;Lubelskie;50.9667;23.2000
Góry;Świętokrzyskie;50.9667;21.4500
Góry;Lubelskie;50.9500;23.0167
Góry;Lubelskie;50.9000;22.3333
Góry;Świętokrzyskie;50.4833;20.4167
Góry;Warmińsko-Mazurskie;54.1500;19.7500
Góry;Zachodniopomorskie;53.9000;16.0333
Góry;Kujawsko-Pomorskie;52.7000;18.1333
Góry;Mazowieckie;52.5000;19.6500
Góry;Wielkopolskie;52.4167;18.2333
Góry;Wielkopolskie;52.3667;17.7500
Góry;Wielkopolskie;52.3167;18.9167
Góry;Wielkopolskie;52.0333;18.7500
Góry;Dolnośląskie;51.6000;17.3500
Góry;Wielkopolskie;51.5833;17.0500
Góry Blizanowskie;Wielkopolskie;51.9167;18.0167
Góry Karwackie;Mazowieckie;53.0500;20.9667
Góry Kęckie;Śląskie;49.9000;19.2500
Góry Lasochowskie;Świętokrzyskie;50.8000;20.2000
Góry Luszowskie;Śląskie;50.1833;19.4167
Góry Miechowskie;Świętokrzyskie;50.3667;20.1833
Góry Mokre;Kujawsko-Pomorskie;51.0167;20.0000
Góry Olesińskie;Lubelskie;51.3667;22.1833
Góry Sieradzkie;Małopolskie;50.2333;20.3833
Góry Suche;Kujawsko-Pomorskie;51.0333;19.9833
Góry Szadowskie;Wielkopolskie;52.0500;18.5167
Góry Świątkowskie;Kujawsko-Pomorskie;51.3000;18.4833
Góry Wolskie;Kujawsko-Pomorskie;51.6500;19.4333
Góry Wysokie;Podkarpackie;50.7667;21.7500
Górzanka;Podkarpackie;49.3333;22.3833
Górzanka;Dolnośląskie;50.9500;16.6667
Górzec;Dolnośląskie;50.8000;17.0833
Górzenko;Wielkopolskie;51.7500;17.8000
Górzna;Wielkopolskie;53.3833;16.9167
Górzno;Mazowieckie;51.8500;21.7167
Górzno;Kujawsko-Pomorskie;53.2000;19.6500
Górzno;Zachodniopomorskie;53.0000;15.6000
Górzno;Wielkopolskie;51.8833;16.7833
Górzno;Wielkopolskie;51.7500;17.7833
Górzyca;Zachodniopomorskie;53.9667;15.2333
Górzyca;Małopolskie;52.4833;14.6500
Górzyce;Zachodniopomorskie;53.6667;16.3833
Górzyce;Dolnośląskie;50.9667;16.8333
Górzyn;Lubuskie;51.8333;14.9833
Górzyn;Dolnośląskie;51.5000;16.4000
Gózd;Mazowieckie;52.0667;21.4333
Gózd;Mazowieckie;51.9167;22.1667
Gózd;Mazowieckie;51.7500;22.0500
Gózd;Mazowieckie;51.3667;21.4000
Gózd;Świętokrzyskie;50.9833;20.7667
Gózd;Podkarpackie;50.5167;22.4167
Gózd Lipiński;Podkarpackie;50.4500;22.5667
Gózd Stary;Mazowieckie;51.5667;21.0500
Gózdek;Mazowieckie;51.8333;21.9000
Gózdek;Mazowieckie;51.5000;21.0667
Grab;Podkarpackie;49.4500;21.4500
Grab;Wielkopolskie;52.0167;17.7167
Grabal;Mazowieckie;52.9333;19.5333
Grabanów;Lubelskie;52.0667;23.1500
Grabarka;Podlaskie;52.5333;23.0833
Grabarka;Podlaskie;52.4167;23.0000
Grabarze;Śląskie;51.0667;18.7833
Grabce;Kujawsko-Pomorskie;51.9833;20.4667
Grabce Józefpolskie;Kujawsko-Pomorskie;51.9833;20.5000
Grabczak;Opolskie;50.8500;17.9333
Grabczyny;Podkarpackie;50.6667;21.9667
Grabek;Wielkopolskie;51.9500;18.2667
Grabek;Dolnośląskie;51.4500;17.5167
Grabek;Kujawsko-Pomorskie;51.2500;19.1167
Grabia;Kujawsko-Pomorskie;51.5333;18.9833
Grabianka;Mazowieckie;51.9833;21.4833
Grabianowo;Wielkopolskie;52.1167;16.9000
Grabianowo;Wielkopolskie;51.7500;16.9833
Grabianów;Mazowieckie;52.1333;22.2833
Grabica;Kujawsko-Pomorskie;51.4833;19.5333
Grabica;Kujawsko-Pomorskie;51.4833;19.0000
Grabice;Mazowieckie;51.9333;21.1333
Grabice;Kujawsko-Pomorskie;51.6833;20.3833
Grabie;Mazowieckie;52.6167;20.6167
Grabie;Kujawsko-Pomorskie;52.0333;20.2167
Grabie;Małopolskie;50.0333;20.1333
Grabie;Małopolskie;49.8500;20.2667
Grabie;Kujawsko-Pomorskie;52.8500;18.5833
Grabie;Małopolskie;49.9333;19.7500
Grabie Niemieckie;Mazowieckie;52.4333;19.7333
Grabie Nowe;Mazowieckie;52.3500;21.3167
Grabie Polskie;Mazowieckie;52.4500;19.7667
Grabie Stare;Mazowieckie;52.3667;21.3333
Grabiec;Mazowieckie;52.8167;19.7833
Grabiec;Śląskie;50.6167;19.7500
Grabienice;Mazowieckie;52.9167;20.3667
Grabienice;Wielkopolskie;52.1333;18.0667
Grabienice;Kujawsko-Pomorskie;51.7833;19.3833
Grabienice Małe;Mazowieckie;52.9167;20.3667
Grabienice Wielkie;Mazowieckie;52.9333;20.3667
Grabieniec;Wielkopolskie;52.0333;18.4333
Grabieniec A;Wielkopolskie;52.0333;18.4333
Grabieniec B;Wielkopolskie;52.0500;18.4333
Grabieniec C;Wielkopolskie;52.0500;18.4667
Grabik;Lubuskie;51.6500;15.1000
Grabik;Dolnośląskie;51.6333;15.9167
Grabin;Warmińsko-Mazurskie;53.6500;20.0500
Grabin;Lubuskie;52.1167;15.2667
Grabin;Opolskie;50.6000;17.5167
Grabina;Mazowieckie;52.2833;20.5667
Grabina;Mazowieckie;52.1333;21.5667
Grabina;Kujawsko-Pomorskie;52.0167;20.2833
Grabina;Kujawsko-Pomorskie;51.9833;20.2000
Grabina;Mazowieckie;51.9333;21.1500
Grabina;Mazowieckie;51.8333;21.5333
Grabina;Mazowieckie;51.7333;21.2500
Grabina;Podkarpackie;50.7000;21.4500
Grabina;Podkarpackie;50.3833;21.7167
Grabina;Kujawsko-Pomorskie;52.9667;19.2833
Grabina;Wielkopolskie;52.3167;18.0167
Grabina;Wielkopolskie;52.1333;18.8000
Grabina;Kujawsko-Pomorskie;51.8333;19.6000
Grabina;Kujawsko-Pomorskie;51.7667;18.8000
Grabina;Dolnośląskie;50.9667;16.3333
Grabina;Śląskie;50.7167;18.5667
Grabina;Opolskie;50.4333;17.6500
Grabina Duża;Kujawsko-Pomorskie;52.0000;20.2833
Grabina Mała;Kujawsko-Pomorskie;52.0167;20.2833
Grabina Mała;Wielkopolskie;52.1333;18.8000
Grabina Wielka;Wielkopolskie;52.1167;18.7833
Grabina Wola;Kujawsko-Pomorskie;51.5833;19.6167
Grabinek;Warmińsko-Mazurskie;53.6667;20.0333
Grabiny;Mazowieckie;52.6333;21.7833
Grabiny;Małopolskie;50.0500;21.3500
Grabiny;Kujawsko-Pomorskie;52.7833;19.1000
Grabiny-Zameczek;Pomorskie;54.2333;18.7500
Grabińskie Pole;Pomorskie;54.2333;18.8000
Grabionna;Wielkopolskie;53.1167;17.0667
Grabiszew;Kujawsko-Pomorskie;52.0000;18.9333
Grabiszew;Kujawsko-Pomorskie;51.9833;19.4167
Grabki Duże;Świętokrzyskie;50.5833;20.9500
Grabkowo;Kujawsko-Pomorskie;52.5000;19.1167
Grabków;Świętokrzyskie;51.2167;20.2667
Grabków;Świętokrzyskie;50.9167;21.0000
Grabków;Mazowieckie;52.2000;19.3167
Grabków;Lubuskie;51.8333;14.9333
Grablewo;Wielkopolskie;52.2333;16.4000
Grabniak;Mazowieckie;52.7333;21.6833
Grabniak;Mazowieckie;51.7167;21.7000
Grabniak;Lubelskie;51.3833;23.1000
Grabnica;Zachodniopomorskie;53.3667;15.4833
Grabnik;Podlaskie;53.8667;22.2000
Grabnik;Mazowieckie;53.1000;21.4000
Grabnik;Mazowieckie;52.2833;20.4167
Grabno;Warmińsko-Mazurskie;54.0500;21.3167
Grabno;Małopolskie;49.9333;20.7833
Grabno;Pomorskie;54.5500;16.9000
Grabno;Małopolskie;52.4333;14.9333
Grabno;Kujawsko-Pomorskie;51.4500;18.9833
Grabnowola;Mazowieckie;51.6667;21.3333
Grabocin;Śląskie;50.3000;19.2500
Grabonóg;Wielkopolskie;51.8667;17.0333
Grabostów;Kujawsko-Pomorskie;51.3167;19.3167
Graboszewo;Wielkopolskie;52.2833;17.7500
Graboszyce;Śląskie;49.9500;19.4500
Grabowa;Lubelskie;51.6333;22.1167
Grabowa;Mazowieckie;51.5000;20.7833
Grabowa;Mazowieckie;51.4500;20.5667
Grabowa;Kujawsko-Pomorskie;51.4000;20.0167
Grabowa;Podkarpackie;50.4167;21.1833
Grabowa;Wielkopolskie;52.0833;18.1500
Grabowa;Kujawsko-Pomorskie;51.0833;18.6333
Grabowa;Śląskie;50.9500;19.2333
Grabowa;Śląskie;50.3833;19.4667
Grabowce Dolne;Lubelskie;51.6333;22.1333
Grabowce Górne;Lubelskie;51.6333;22.1167
Grabowczyk;Lubelskie;50.8333;23.5833
Grabowe;Wielkopolskie;52.2500;18.3833
Grabowe Grądy;Podlaskie;53.7667;22.9667
Grabowica;Lubelskie;50.4500;23.2167
Grabowica;Świętokrzyskie;50.3833;21.1167
Grabowice;Świętokrzyskie;50.6667;20.6500
Grabowice;Mazowieckie;52.3667;19.9333
Grabowie;Kujawsko-Pomorskie;51.3667;18.9333
Grabowiec;Warmińsko-Mazurskie;54.3667;20.2167
Grabowiec;Mazowieckie;52.8000;20.5333
Grabowiec;Podlaskie;52.7500;23.0500
Grabowiec;Mazowieckie;52.6667;21.1167
Grabowiec;Podlaskie;52.6333;23.4167
Grabowiec;Mazowieckie;52.3000;22.4500
Grabowiec;Lubelskie;51.9333;22.7000
Grabowiec;Mazowieckie;51.1000;21.4000
Grabowiec;Lubelskie;50.8333;23.5667
Grabowiec;Podkarpackie;50.5333;21.4500
Grabowiec;Podkarpackie;49.9500;22.8833
Grabowiec;Pomorskie;54.5167;18.2500
Grabowiec;Pomorskie;53.9167;18.6167
Grabowiec;Kujawsko-Pomorskie;53.4833;18.8833
Grabowiec;Kujawsko-Pomorskie;53.2500;19.1667
Grabowiec;Kujawsko-Pomorskie;52.9667;18.7333
Grabowiec;Kujawsko-Pomorskie;52.8333;19.4167
Grabowiec;Wielkopolskie;52.1000;18.3333
Grabowiec;Lubuskie;51.8833;15.2667
Grabowiec;Kujawsko-Pomorskie;51.6000;18.8667
Grabowiec Góra;Lubelskie;50.8167;23.5667
Grabownia;Śląskie;50.1333;18.5167
Grabownica;Świętokrzyskie;50.9167;20.2667
Grabownica;Dolnośląskie;51.4667;17.4667
Grabownica Nowa;Mazowieckie;52.7500;21.8500
Grabownica Stara;Mazowieckie;52.7667;21.8833
Grabownica Starzeńska;Podkarpackie;49.6500;22.0833
Grabowno;Wielkopolskie;53.1333;17.0167
Grabowno Małe;Dolnośląskie;51.3833;17.4000
Grabowno Wielkie;Dolnośląskie;51.3500;17.4167
Grabowo;Podlaskie;54.2189;22.2328
Grabowo;Podlaskie;53.9000;22.8167
Grabowo;Warmińsko-Mazurskie;53.8167;21.2333
Grabowo;Podlaskie;53.6833;23.3667
Grabowo;Podlaskie;53.4667;22.1500
Grabowo;Warmińsko-Mazurskie;53.3667;20.6000
Grabowo;Mazowieckie;53.2333;20.7500
Grabowo;Mazowieckie;53.1000;21.2333
Grabowo;Mazowieckie;53.0500;20.9667
Grabowo;Mazowieckie;52.9667;21.6000
Grabowo;Świętokrzyskie;50.8833;20.9000
Grabowo;Zachodniopomorskie;54.3000;16.4333
Grabowo;Pomorskie;54.1833;17.7333
Grabowo;Pomorskie;54.1667;18.1500
Grabowo;Zachodniopomorskie;53.9667;14.8000
Grabowo;Zachodniopomorskie;53.8833;16.9333
Grabowo;Pomorskie;53.8500;18.5833
Grabowo;Zachodniopomorskie;53.6667;15.6833
Grabowo;Warmińsko-Mazurskie;53.5667;19.8167
Grabowo;Zachodniopomorskie;53.3833;15.0833
Grabowo;Zachodniopomorskie;53.0000;14.3333
Grabowo;Wielkopolskie;52.9667;17.2500
Grabowo;Mazowieckie;52.8333;19.8500
Grabowo;Kujawsko-Pomorskie;52.6167;17.7833
Grabowo;Zachodniopomorskie;53.4333;14.5667
Grabowo Królewskie;Wielkopolskie;52.2333;17.6333
Grabowo Nowe;Podlaskie;53.1500;22.5500
Grabowo Padaki;Mazowieckie;53.2333;20.7833
Grabowo Siwki;Mazowieckie;53.2333;20.7333
Grabowo Skorupki;Mazowieckie;53.2333;20.7667
Grabowo Stare;Podlaskie;53.1333;22.5500
Grabowo-Olszewo;Mazowieckie;53.0833;21.5500
Grabowo-Wądołowo;Podlaskie;53.0333;22.0333
Grabowska Huta;Pomorskie;54.1833;18.1667
Grabowska Wieś;Kujawsko-Pomorskie;51.4167;18.4000
Grabowska Wola;Mazowieckie;51.7500;21.3000
Grabowska Wola;Mazowieckie;51.5167;20.8000
Grabowy Las;Mazowieckie;51.6167;21.1667
Grabów;Mazowieckie;52.4167;21.5000
Grabów;Mazowieckie;51.7333;21.2333
Grabów;Lubuskie;52.3500;15.1333
Grabów;Mazowieckie;52.2167;19.6167
Grabów;Wielkopolskie;52.1333;19.0167
Grabów;Lubuskie;51.7000;14.9167
Grabów nad Pilicą;Mazowieckie;51.7333;21.2333
Grabów nad Prosną;Wielkopolskie;51.5167;18.1167
Grabów nad Wisła;Mazowieckie;51.3667;21.6833
Grabów Nowy;Mazowieckie;51.7500;21.2667
Grabów Rycki;Lubelskie;51.6833;22.1000
Grabów Szlachecki;Lubelskie;51.7000;22.1167
Grabów Zaleśny;Mazowieckie;51.7667;21.2333
Grabówek;Mazowieckie;53.1333;21.3500
Grabówek;Pomorskie;54.5167;18.5000
Grabówka;Podlaskie;53.8500;21.7167
Grabówka;Podlaskie;53.1333;23.2500
Grabówka;Podlaskie;53.0000;22.3000
Grabówka;Lubelskie;51.6833;23.2833
Grabówka;Lubelskie;51.1667;22.0167
Grabówka;Podkarpackie;50.9333;21.9667
Grabówka;Małopolskie;50.0000;21.3667
Grabówka;Podkarpackie;49.6667;22.1500
Grabówka;Wielkopolskie;52.9167;16.8667
Grabówka;Kujawsko-Pomorskie;51.4333;18.7667
Grabówka;Opolskie;50.9833;17.7000
Grabówka;Śląskie;50.9500;19.2167
Grabówka;Śląskie;50.8500;19.0667
Grabówka;Opolskie;50.2833;18.2833
Grabówka;Śląskie;50.0333;18.3167
Grabówko;Warmińsko-Mazurskie;53.3667;20.6333
Grabówko;Pomorskie;54.1500;18.1667
Grabówko;Warmińsko-Mazurskie;53.7167;18.8500
Grabówko;Kujawsko-Pomorskie;53.2833;18.3000
Grabszczyzna;Mazowieckie;52.4000;21.5667
Graby;Wielkopolskie;52.4167;17.4333
Graby;Śląskie;50.9167;19.5167
Gracjanów;Mazowieckie;51.9000;21.6333
Gracuch;Świętokrzyskie;51.2333;20.3667
Gracze;Opolskie;50.7000;17.5667
Gradki;Warmińsko-Mazurskie;53.9333;20.5667
Gradowice;Wielkopolskie;52.1667;16.3500
Gradowo;Kujawsko-Pomorskie;52.5333;18.5500
Gradowo Nowe;Kujawsko-Pomorskie;52.5167;18.5333
Gradów;Kujawsko-Pomorskie;52.1667;20.2500
Gradów;Dolnośląskie;51.1000;15.4667
Grady;Opolskie;50.5000;17.2167
Gradzanowo;Mazowieckie;52.9000;20.1000
Gradzanowo Kościelne;Mazowieckie;52.9000;20.1000
Gradzanowo Włościańskie;Mazowieckie;52.9167;20.1333
Gradzanowo Zbęskie;Mazowieckie;52.9000;20.1167
Gradzien;Pomorskie;54.0333;17.1333
Gradziszów;Dolnośląskie;51.0000;17.2000
Grajewo;Podlaskie;53.6500;22.4500
Grajów;Małopolskie;49.9500;20.1000
Grajówka;Lubelskie;50.9167;23.9833
Grajwo;Podlaskie;54.0167;21.8333
Grala Dąbrowizna;Mazowieckie;52.0833;22.1000
Grale;Mazowieckie;53.2333;21.6167
Gralewo;Mazowieckie;53.3167;20.0167
Gralewo;Mazowieckie;52.7167;20.1167
Gralewo;Małopolskie;52.7500;15.3833
Granaty;Kujawsko-Pomorskie;53.1500;19.5500
Granica;Mazowieckie;52.2833;20.4500
Granica;Mazowieckie;52.1333;20.8000
Granica;Mazowieckie;51.4667;21.8167
Granica;Kujawsko-Pomorskie;53.4167;18.5500
Granica;Dolnośląskie;50.9333;16.3167
Granica;Śląskie;49.9833;19.4167
Granica;Śląskie;49.9500;18.5500
Granica Porębska;Śląskie;49.9833;19.3000
Granice;Lubelskie;51.0667;22.1000
Granice;Świętokrzyskie;50.8000;20.6667
Granice;Małopolskie;50.0500;20.7167
Granice;Podkarpackie;50.0333;21.6167
Granice;Lubuskie;52.1000;14.9000
Granice;Wielkopolskie;51.2000;18.1167
Granice;Kujawsko-Pomorskie;51.1000;19.7333
Granice;Śląskie;50.1667;19.1833
Granice Głębowskie;Śląskie;49.9667;19.3500
Granice Laski;Wielkopolskie;51.2000;18.0167
Graniczki;Wielkopolskie;51.9167;17.9500
Graniczna;Lubelskie;51.0333;21.9333
Graniczna;Dolnośląskie;51.2333;15.4667
Graniczna;Dolnośląskie;50.9833;16.3333
Graniczna;Śląskie;50.5667;19.1000
Graniczna;Dolnośląskie;50.1333;16.6167
Graniczna Wieś;Pomorskie;54.1667;18.4500
Granne;Podlaskie;52.5333;22.5167
Granowiec;Wielkopolskie;51.5167;17.6667
Granowiec;Dolnośląskie;51.0833;16.3500
Granowo;Kujawsko-Pomorskie;53.6667;17.6500
Granowo;Zachodniopomorskie;53.0667;15.4333
Granowo;Wielkopolskie;52.2167;16.5333
Granów;Małopolskie;50.2500;20.1167
Granówko;Wielkopolskie;52.2000;16.5500
Granże Nowe;Podlaskie;54.2167;23.0667
Grapice;Pomorskie;54.5167;17.4333
Grazymy;Warmińsko-Mazurskie;53.7500;20.1500
Grąbczewo;Mazowieckie;52.5167;20.3333
Grąbczyn;Zachodniopomorskie;53.8667;16.6333
Grąbkowo;Pomorskie;54.4500;17.4500
Grąbkowo;Wielkopolskie;51.6667;17.1000
Grąbków;Wielkopolskie;51.9500;18.4333
Grąblin;Wielkopolskie;52.2833;18.3500
Grąbnica;Zachodniopomorskie;54.2000;15.7667
Grądki;Podkarpackie;50.5167;21.7167
Grądki;Warmińsko-Mazurskie;54.0500;19.8500
Grądskie;Zachodniopomorskie;53.7000;15.8667
Grądy;Podlaskie;54.2500;21.9167
Grądy;Podlaskie;53.3167;22.9667
Grądy;Mazowieckie;53.2667;21.6333
Grądy;Podlaskie;53.2000;21.8833
Grądy;Podlaskie;53.1500;22.4000
Grądy;Mazowieckie;53.0667;21.1000
Grądy;Mazowieckie;52.8333;21.7667
Grądy;Mazowieckie;52.5833;22.2500
Grądy;Mazowieckie;52.5500;21.4000
Grądy;Mazowieckie;52.2667;20.5667
Grądy;Lubelskie;51.3667;22.8833
Grądy;Lubelskie;51.1000;22.2167
Grądy;Podkarpackie;50.3500;21.3167
Grądy;Małopolskie;50.2500;20.9333
Grądy;Mazowieckie;53.3667;19.8667
Grądy;Wielkopolskie;52.3333;18.5333
Grądy;Kujawsko-Pomorskie;51.6667;18.7000
Grądy;Wielkopolskie;51.4000;18.2333
Grądy Dolne;Wielkopolskie;52.1167;17.7333
Grądy Duże;Podlaskie;53.2833;22.3667
Grądy Górne;Wielkopolskie;52.1167;17.7000
Grądy Łazy;Śląskie;51.1000;18.9333
Grądy Małe;Podlaskie;53.2833;22.3500
Grądy Michały;Podlaskie;53.5167;22.2333
Grądy Możdżenie;Podlaskie;53.5167;22.2667
Grądy Nowe;Wielkopolskie;52.0000;18.1167
Grądy Polewne;Mazowieckie;52.7333;21.4333
Grądy Stare;Wielkopolskie;52.0167;18.1167
Grądzeń;Wielkopolskie;52.1167;17.8333
Grądziki;Mazowieckie;52.8833;21.9167
Grądzkie;Podlaskie;54.0333;22.1167
Grądzkie;Mazowieckie;53.4667;21.4500
Grądzkie Ełckie;Podlaskie;53.8667;22.6833
Grąsino;Pomorskie;54.5000;17.1333
Grąsy;Małopolskie;52.9833;15.7500
Grąziowa;Podkarpackie;49.6000;22.5500
Grążawy;Kujawsko-Pomorskie;53.2500;19.5833
Grążów;Świętokrzyskie;50.5667;20.1000
Grechów;Mazowieckie;51.1000;21.4667
Gredele;Podlaskie;52.6833;23.2333
Gregorowce;Podlaskie;52.6500;23.2667
Gremzdel;Podlaskie;54.1500;23.1833
Gremzdówka;Podlaskie;54.0833;23.2333
Gremzdy Polskie;Podlaskie;54.0833;23.2000
Grenzhof;Pomorskie;54.0667;18.2500
Grębałów;Małopolskie;50.1000;20.0833
Grębanice;Świętokrzyskie;51.2167;20.2000
Grębanin;Wielkopolskie;51.2500;17.9833
Grębice;Zachodniopomorskie;53.9167;14.2833
Grębień;Kujawsko-Pomorskie;51.1500;18.5833
Grębki;Mazowieckie;52.7833;21.7167
Grębków;Mazowieckie;52.2667;21.9167
Gręblin;Pomorskie;53.9667;18.7667
Gręblów;Wielkopolskie;51.6833;17.8000
Grębocice;Dolnośląskie;51.6000;16.1667
Grębocin;Małopolskie;50.1667;20.3500
Grębocin;Kujawsko-Pomorskie;53.0667;18.7167
Grębociny;Kujawsko-Pomorskie;51.4333;19.2500
Grębosze;Świętokrzyskie;51.0500;20.3167
Gręboszów;Małopolskie;50.2500;20.7833
Gręboszów;Kujawsko-Pomorskie;51.4667;19.4167
Grębowo;Zachodniopomorskie;53.9333;14.8667
Grębów;Podkarpackie;50.5667;21.8667
Grębów;Wielkopolskie;51.8167;17.5167
Grędzice;Mazowieckie;52.8500;20.6667
Grędzice;Podlaskie;52.7667;22.2000
Gręzawa;Lubuskie;51.7000;14.8500
Gręzów;Mazowieckie;52.1833;22.1333
Gręzówka;Mazowieckie;51.9833;22.3000
Grobelka;Kujawsko-Pomorskie;51.6167;18.4000
Grobelki;Lubelskie;51.0000;23.7833
Grobelno;Warmińsko-Mazurskie;54.0333;19.0000
Grobia;Wielkopolskie;52.6167;16.1167
Grobia;Dolnośląskie;50.9833;16.1167
Grobie;Opolskie;50.8167;17.9500
Grobla;Lubelskie;51.1833;21.9500
Grobla;Podkarpackie;50.5167;21.1833
Grobla;Małopolskie;50.1333;20.4167
Grobla;Małopolskie;50.0500;20.2333
Grobla;Wielkopolskie;52.2833;17.9000
Groble;Podkarpackie;50.3667;22.2167
Groble;Dolnośląskie;51.2833;15.8167
Grobniki;Opolskie;50.2000;17.8833
Grochale;Mazowieckie;52.4000;20.6000
Grochale Nowe;Mazowieckie;52.4000;20.5833
Grochale Stare;Mazowieckie;52.4000;20.6167
Grochocice;Podkarpackie;50.8000;21.6333
Grochol;Kujawsko-Pomorskie;53.1667;18.0833
Grocholice;Świętokrzyskie;50.8667;21.4333
Grocholice;Kujawsko-Pomorskie;51.9333;18.8333
Grocholice;Kujawsko-Pomorskie;51.3333;19.3667
Grocholin;Kujawsko-Pomorskie;52.9833;17.4500
Grocholub;Opolskie;50.3833;18.0167
Grochołowie;Małopolskie;49.3500;20.1833
Grochołów;Dolnośląskie;50.9167;16.3667
Grochowa;Mazowieckie;52.0000;20.9833
Grochowa;Dolnośląskie;50.5667;16.7667
Grochowalsk;Kujawsko-Pomorskie;52.6833;19.2333
Grochowce;Podkarpackie;49.7333;22.7667
Grochowe;Podkarpackie;50.3833;21.5000
Grochowice;Dolnośląskie;51.7833;16.0167
Grochowiska;Świętokrzyskie;50.5000;20.6333
Grochowiska;Wielkopolskie;52.4000;18.7333
Grochowiska;Wielkopolskie;51.5667;17.7333
Grochowiska;Dolnośląskie;50.5500;16.8333
Grochowiska Księże;Kujawsko-Pomorskie;52.7667;17.6667
Grochowo;Kujawsko-Pomorskie;53.6500;17.7500
Grochowo;Małopolskie;52.4333;15.3000
Grochowo III;Warmińsko-Mazurskie;54.3167;19.2167
Grochowy;Wielkopolskie;52.0333;18.2167
Grochowy Czwarte;Wielkopolskie;52.0167;18.2167
Grochowy Drugie;Wielkopolskie;52.0500;18.2167
Grochowy Piąte;Wielkopolskie;52.0333;18.2000
Grochowy Pierwsze;Wielkopolskie;52.0333;18.2000
Grochowy Trzecie;Wielkopolskie;52.0333;18.2167
Grochów;Mazowieckie;52.4167;22.1333
Grochów;Lubuskie;51.9167;14.9333
Grochów;Mazowieckie;52.2500;21.1000
Grochówek;Mazowieckie;52.2667;19.2667
Grochówka;Mazowieckie;52.0500;22.6500
Grochówka;Świętokrzyskie;50.9000;20.6000
Grochówka;Dolnośląskie;50.5667;16.7500
Grochy;Podlaskie;52.9333;22.8500
Grochy Niemierzęta;Podlaskie;52.9333;22.8500
Grochy Stare;Mazowieckie;52.7833;20.9333
Grochy Stare;Podlaskie;52.9333;22.8500
Grodczank;Śląskie;50.0667;18.0500
Grodeczna;Podkarpackie;49.8500;21.7333
Grodek;Małopolskie;49.6167;21.0167
Grodkowice;Małopolskie;50.0167;20.2833
Grodkowice;Małopolskie;49.9500;20.3000
Grodkowo;Podlaskie;53.9833;21.9667
Grodkowo;Mazowieckie;52.4333;20.2000
Grodkowo Włóki;Mazowieckie;52.8000;19.7167
Grodkowski;Opolskie;50.5333;17.2167
Grodków;Opolskie;50.7000;17.3833
Grodna;Wielkopolskie;52.2167;18.8167
Grodnia;Mazowieckie;52.7000;19.5333
Grodnica;Wielkopolskie;51.9167;17.1333
Grodnica;Dolnośląskie;51.0500;15.3167
Grodno;Kujawsko-Pomorskie;52.4833;19.2167
Grodno;Mazowieckie;52.3000;19.2167
Grodno Nowe;Mazowieckie;52.2833;19.2333
Grodowice;Świętokrzyskie;50.2667;20.6167
Grodysławice;Lubelskie;50.5333;23.6167
Grodzanów;Dolnośląskie;51.2500;16.6000
Grodzany;Lubelskie;51.0167;22.5333
Grodzeń;Kujawsko-Pomorskie;52.9167;19.1667
Grodzewo;Małopolskie;52.5667;14.9667
Grodzewo;Wielkopolskie;52.1333;17.1500
Grodziczno;Warmińsko-Mazurskie;53.4167;19.7667
Grodziczno Nowe;Warmińsko-Mazurskie;53.4167;19.7833
Grodzie;Opolskie;50.1667;17.6667
Grodziec;Mazowieckie;52.4667;20.3833
Grodziec;Warmińsko-Mazurskie;53.6667;19.2000
Grodziec;Małopolskie;52.7167;15.4833
Grodziec;Wielkopolskie;52.0333;18.0667
Grodziec;Dolnośląskie;51.1833;15.7667
Grodziec;Opolskie;50.7000;18.2833
Grodziec;Opolskie;50.6333;17.7000
Grodziec;Dolnośląskie;50.4000;16.3333
Grodziec;Śląskie;49.8000;18.8833
Grodziec;Śląskie;50.3500;19.1000
Grodziec Dworski;Mazowieckie;52.4667;20.3833
Grodziec Mały;Dolnośląskie;51.6833;16.0833
Grodziec Nadzieja;Mazowieckie;52.4833;20.3833
Grodziec Włościański;Mazowieckie;52.4833;20.4000
Grodzieszowice;Dolnośląskie;50.8333;17.1333
Grodziet;Opolskie;50.9500;17.6833
Grodzisk;Podlaskie;53.6500;23.2000
Grodzisk;Mazowieckie;52.9667;21.7333
Grodzisk;Mazowieckie;52.9000;21.5500
Grodzisk;Podlaskie;52.8500;23.7500
Grodzisk;Podlaskie;52.5833;22.7333
Grodzisk;Mazowieckie;52.4833;22.3167
Grodzisk;Mazowieckie;52.3333;21.0667
Grodzisk;Mazowieckie;52.3167;21.9667
Grodzisk;Mazowieckie;52.1500;21.8500
